id,subject,message
61498,מטלה 13 שאלה 3ד,"<p dir=""ltr"" style=""text-align:left;"">מתוך הפתרון לשאלה:</p><p dir=""ltr"" style=""text-align:left;"">איך היה ניתן לקבוע כי xlnx מתכנס ל0? </p><p dir=""ltr"" style=""text-align:left;"">הרי זה 0 כפול מינוס אינסוף ואין ביכולתנו להכריע באופן ככ מידי מה קורה במקרים אלו.</p><p dir=""ltr"" style=""text-align:left;"">בכללי הפתרון של התרגיל בית הזה מאוד לא מלא ומחסיר שלבים מהפתרון </p><p dir=""ltr"" style=""text-align:left;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/61498/image.png"" alt="""" class=""img-fluid"" style=""font-size:0.9375rem;"" /><br /></p>"
61802,תשובה ל: מטלה 13 שאלה 3ד,"מצטרף לשאלה, ובנוסף הייתי שמח לשאול לגבי מעבר נוסף באותו התרגיל:<br /><br />איך אפשר לנמק את המעבר בין מציאת הגבול משמאל לחסימות של f בקטע?<br />אני מצליח להבין את האינטואיציה אבל מחפש את הנימוק או הטענה שמתבססים עליה.<br /><br /><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/61802/image.png"" alt="""" class=""img-fluid"" /><br />"
62808,תשובה ל: מטלה 13 שאלה 3ד,"<div class=""text_to_html"">היי יעל. <br />
<br />
למדנו לא מעט דרכים לפתור את הגבול הזה. למשל, כלל לופיטל. <br />
<br />
בברכה,<br />
גיל בר</div>"
62822,תשובה ל: מטלה 13 שאלה 3ד,<p>כן זה פשוט מבלבל האם מותר להניח שזה טריוויאלי המעבר הזה ואין צורך לנמק אותו</p>
62833,תשובה ל: מטלה 13 שאלה 3ד,"<div class=""text_to_html"">במבחן יש צורך להראות את החישוב.</div>"
62941,תשובה ל: מטלה 13 שאלה 3ד,"<div class=""text_to_html"">היי שחר. <br />
<br />
תגדיר פונקציה חדשה g, בין רבע ל-1. לכל x בין רבע ל-1 (לא כולל 1) g מתנהגת בדיוק כמו f. ב-1 היא מקיימת g(1)=-0.5. <br />
מה אתה יודע להגיד על הפונקציה g? איך אנחנו יודעים להגיד שהפונקציה g חסומה שם? איך אנחנו מסיקים כעת על f? <br />
<br />
בברכה,<br />
גיל בר</div>"
64355,מה ההבדל בין משפט שינוי משתנה 1 למשפט שינוי משתנה 2,"<p dir=""rtl"" style=""text-align:right;"">היי צוות הקורס,</p><p dir=""rtl"" style=""text-align:right;"">אשמח להבהרה בעניין השאלה שבכותרת – גם בהקשר של מציאת קדומה וגם בהקשר של חישוב אינטגרלים מסוימים – <strong>ומתי נשתמש במשפט 1 ומתי במשפט 2</strong>.</p><p dir=""rtl"" style=""text-align:right;"">בינתיים בשיעורי בית שחקתי עם האלגברה, בדקתי ע""י גזירה ונסיתי להתאים את המשפטים בדיעבד, אך זה נותר לא ברור.</p><p dir=""rtl"" style=""text-align:right;"">אז הלכתי לכל מיני מקורות ולא מצאתי הפרדה ל-2 משפטים – אלא מופיע הנוסח הבא:</p><p dir=""rtl"" style=""text-align:right;""><u>מהרשימות של שירי ארטשטיין</u>:</p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/64355/%D7%90%D7%A8%D7%98%D7%A9%D7%98%D7%99%D7%99%D7%9F.png"" alt="""" class=""img-fluid atto_image_button_text-bottom"" width=""1200"" height=""466"" /><br /></p><p dir=""rtl"" style=""text-align:right;""><u>מהספר של הוכמן</u>:</p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/64355/%D7%94%D7%95%D7%9B%D7%9E%D7%9F.png"" alt="""" class=""img-fluid atto_image_button_text-bottom"" width=""1200"" height=""317"" /><br /></p><p dir=""rtl"" style=""text-align:right;""><u>ואפילו צנזור</u>:</p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/64355/%D7%A6%D7%A0%D7%96%D7%95%D7%A8.png"" alt="""" class=""img-fluid atto_image_button_text-bottom"" width=""1165"" height=""585"" /><br /></p><p dir=""rtl"" style=""text-align:right;""><strong>יודגש, הדוגמאות לעיל לא מובאות חלילה כביקורת, אלא לאחר שניסיתי להבין את העניין בעצמי ונותרתי יותר מבולבל...</strong></p><p dir=""rtl"" style=""text-align:right;"">תודה,</p><p dir=""rtl"" style=""text-align:right;"">רומן<br /></p>"
64707,תשובה ל: מה ההבדל בין משפט שינוי משתנה 1 למשפט שינוי משתנה 2,"<div class=""text_to_html"">היי רומן, עבודה עם מקורות נוספים זה מעולה אבל כשמדובר בניסוחי המשפטים וההגדרות צריך לעבוד עם הניסוחים מרשימות הקורס :)<br />
<br />
כשאנחנו מעוניינים לחשב קדומה או אינטגרל בקטע מסויים ההבדל הוא מי הפונקציה שאנחנו רוצים לחשב ולמי מהפונקציות הקדומה ידועה.<br />
אם אנחנו רוצים לחשב את הקדומה של הפונקציה zzz (f∘g)⋅g′ zzz ואנחנו יודעים את F הקדומה של f, אז לפי משפט החלפת משתנה 1 אנחנו יודעים מי הקדומה של  zzz (f∘g)⋅g′ zzz!<br />
זו בדיוק הפונקציה zzz F∘g zzz.<br />
אם אנחנו רוצים לחשב את הקדומה לפונקציה f, ונניח שאנחנו יודעים את F הקדומה לפונקציה zzz (f∘g)⋅g′ zzz (כש-g הפיכה) אז לפי החלפת משתנה 2 אנחנו יודעים מי הקדומה של f!<br />
זו בדיוק הפונקציה zzz F∘g⁻¹ zzz.<br />
<br />
מקווה שזה יותר ברור,<br />
רועי</div>"
65354,מטלה 11 שאלה 5 א,"<p dir=""rtl"" style=""text-align:right;"">הצלחתי לפתור את התרגיל בצורה לא פורמלית עם t בהחלפת משתנים וu,v באינטגרציה בחלקים אבל לא הצלחתי לעשות פורמלית לפי המשפטים. בפתרון הרשמי למטלת בית פותרים באותה דרך בדיוק ולא לפי המשפטים הפורמלים.</p><p dir=""rtl"" style=""text-align:right;"">אפשר לראות פתרון פורמלי לתרגיל? האם לפתור כמו בפתרון הרשמי זה בסדר ופורמלי מספיק?</p>"
65727,תשובה ל: מטלה 11 שאלה 5 א,"<div class=""text_to_html"">היי יונתן,<br />
<br />
לא, פתרון שכזה לא מתקבל במבחן בצורה הרשמית. <br />
אתה מוזמן לצרף את הניסיון שלך לתרגם את הפתרון לצורה הפורמלית ואנחנו נשמח לסייע להבין מה לא הסתדר :)<br />
<br />
גיל בר</div>"
66248,תשובה ל: מטלה 11 שאלה 5 א,"<div class=""text_to_html"">מצטרפת לגיל בר ומוסיפה שאם אתה מסתבך עם התאמת המשפטים, אתה תמיד יכול לעבוד עם הטיוטה ולבסוף בתשובה הרשמית להראות מהי הקדומה שמצאת ולגזור על מנת להוכיח נכונות.<br />
<br />
מיה</div>"
66007,שאלה מהרצאה,"<p dir=""rtl"" style=""text-align:right;"">לא הבנתי איך ניתן להסיק את שה ממשפט ההשוואה, במבחן ההשוואה אנחנו רק מתייחסים למקרה ש G שואפת לגבול סופי. ולמה היינו צריכים להראות שהגבול של F\G סופי </p><p dir=""rtl"" style=""text-align:right;"">תודה!</p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/66007/Screenshot_20230126_175124_Samsung%20Notes%20%281%29.jpg"" alt="""" class=""img-fluid"" /><br /></p>"
66689,תשובה ל: שאלה מהרצאה,"<div class=""text_to_html"">אלמירא שלום,<br />
מבחן ההשוואה הגבולי אומר שעבור פונקציות אי-שליליות f,g אינטגרביליות מקומיות, אם f/g שואפת לגבול סופי וגם האינטגרל של g מתכנס, אז האינטגרל של f מתכנס.<br />
על כן, תחת אותם התנאים נסיק כי אם האינטגרל של f לא מתכנס אז האינטגרל של g לא מתכנס.<br />
מדובר בשלילה של הטענה.<br />
ניתן לראות זאת באופן הבא: אם האינטגרל של g היה מתכנס, אז לפי מבחן ההשוואה הגבולי נסיק כי האינטרל של f מתכנס, אך זה אינו המצב, לכן האינטגרל של g אינו מתכנס.<br />
<br />
בברכה,<br />
עדי</div>"
66422,שאלות לתרגול מבחני התכנסות לאינטגרליים כלליים,"<p dir=""rtl"" style=""text-align:right;"">כחלק מההכנה לבחינה המסכמת אני מעוניין לתרגל שאלות המתעסקות בהתכנסות של אינטגרליים כללים שבפתרונן משתמשים בקושי/אבל/דירכלה.<br /> לא מצאתי שאלות כאלו במטלה 13 ולא בתרגול 13,  מכיוון שאלו נושאים שנכללים בקורס ובבחינה, ניתן לפרסם קובץ שכזה? שנוכל לתרגל זאת באופן מרוכז ולא להסתמך רק על בחינות עבר של חדוא 2א.<br />תודה רבה!</p>"
67270,תשובה ל: שאלות לתרגול מבחני התכנסות לאינטגרליים כלליים,"<div class=""text_to_html"">יותם שלום,<br />
העליתי למודל קובץ עם כמה תרגילים (נמצא תחת הכותרת ""חומרי עזר""),<br />
מוזמן להסתכל.<br />
בברכה,<br />
עדי</div>"
66424,מטלה 7 תרגיל 1,"<p dir=""ltr"" style=""text-align:left;"">בתרגיל הראשון במטלה אנו מתבקשים להראות כי שורש איקס רציפה. עם זאת, בהגדרת הדלתא בפתרון משתמשים ב-X0. האם זה חוקי? הרי X0 הוא משתנה</p><p dir=""ltr"" style=""text-align:left;"">מצרפת את השאלה</p><p dir=""ltr"" style=""text-align:left;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/66424/image.png"" alt="""" class=""img-fluid"" /><br /></p>"
66691,תשובה ל: מטלה 7 תרגיל 1,"<div class=""text_to_html"">יעל שלום,<br />
נכתוב את הטענה שנרצה להוכיח באופן מפורש:<br />
לכל x0&gt;=0 ולכל epsilon&gt;0 קיים delta&gt;0 כך שלכל x&gt;=0, אם x-x0|
<br />
בטענה זו, המשתנים x0,epsilon מופיעים לפני המשתנה delta. המשתנה delta מופיע עם כמת *קיים*, על כן, ניתן לבחור אותו ואפשר להשתמש במידע הקודם שיש לנו, כלומר, המשתנים x0,epsilon.<br />
<br />
שימי לב כי אם היית מצליחה לבחור את delta ללא שימוש בx0, אז למעשה היית מוכיח את הטענה (הנכונה) כי פונקציית השורש רציפה במידה שווה.<br />
<br />
בברכה,<br />
עדי</div>"
66777,תשובה ל: מטלה 7 תרגיל 1,<p>תודה רבה!&nbsp;</p>
66598,מבחן לדוגמה 2022 (שנה שעברה) שאלה 1,"<p dir=""rtl"" style=""text-align:right;"">שלום, אשמח להבין לגבי תרגיל 1 סעיף 1 ממבחן לדוגמה 2022 (מצ""ב השאלה), מקרה 1.1 (מצ""ב תשובה מתוך פתרון רשמי) מדוע בהכרח קיימת נקודה d כך שf(c)=f(d). אנחנו יודעים שc היא נקודת מינימום מקומית, אבל האם לא ייתכן שהיא בעצם גם מינימום מוחלטת (כי אנחנו לא יודעים הרבה על הפונקציה)?  </p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/66598/image%20%281%29.png"" alt="""" class=""img-fluid"" /><br /></p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/66598/image.png"" alt="""" class=""img-fluid"" /></p>"
66697,תשובה ל: מבחן לדוגמה 2022 (שנה שעברה) שאלה 1,"<div class=""text_to_html"">נגה שלום,<br />
ראשית, הקיום של הנקודה d נובע ממשפט ערך הביניים.<br />
שנית, אכן הנקודה c תהיה נקודת מינימום גלובלית, אך הדבר לא הוכח כאן באופן מפורש.<br />
בברכה,<br />
עדי</div>"
67193,"שלילת רציפות במ""ש","<p dir=""rtl"" style=""text-align:right;"">היי,</p><p dir=""rtl"" style=""text-align:right;"">כשלמדנו על רציפות במ""ש הוכחנו מדוע פונקציית שורש לא רציפה במ""ש ב-R - מצורף מטה.</p><p dir=""rtl"" style=""text-align:right;"">אשמח לדעת מהי האינטואיציה לבחירת הביטויים האלו ל-x,y.</p><p dir=""rtl"" style=""text-align:right;"">תודה,</p><p dir=""rtl"" style=""text-align:right;"">עידו</p><p dir=""rtl"" style=""text-align:right;""><br /></p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/67193/%D7%90%D7%99%D7%A0%D7%98%D7%95%D7%90%D7%99%D7%A6%D7%99%D7%94%20%D7%9C%D7%91%D7%97%D7%99%D7%A8%D7%94%20%D7%94%D7%96%D7%95.jpg"" alt="""" class=""img-fluid"" /><br /></p>"
67258,"תשובה ל: שלילת רציפות במ""ש","<div class=""text_to_html"">היי עידו,<br />
<br />
כאשר קיבענו את אפסילון להיות 1, הגיוני שנרצה לבחור 2 נקודות כך שהמרחק של ערכי הפונקציה שלהן יהיה גדול שווה ל1 - לכן ברור לנו שבשניה שנבחר את x נרצה לבחור את y להיות משהו מהצורה שורש(x^2+1).<br />
אחר כך אנחנו צריכים לבחור את איקס כך שיתאים לתנאי עם הדלתא.<br />
<br />
האם זה עוזר?<br />
מיה</div>"
67643,"תשובה ל: שלילת רציפות במ""ש","<div class=""text_to_html"">כן, תודה :)</div>"
67209,מטלה 10 שאלה 9 - התכנסות טור,"<p dir=""rtl"" style=""text-align:right;"">היי,</p><p dir=""rtl"" style=""text-align:right;"">אשמח לוודא דרך פתרון נוספת לשאלה המצורפת מטה.</p><p dir=""rtl"" style=""text-align:right;"">להגדיר את פנים הטור בתור an, ולהגדיר סדרה נוספת cos(1/n) בתור bn.</p><p dir=""rtl"" style=""text-align:right;"">ואז לפי מבחן ההשוואה הגבולי, מנת הסדרות שואפת לאפס, ומאחר ו-bn מתכנסת (שואפת ל-1) אז גם an.</p><p dir=""rtl"" style=""text-align:right;"">תודה,</p><p dir=""rtl"" style=""text-align:right;"">עידו</p><p dir=""rtl"" style=""text-align:right;""><br /></p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/67209/%D7%9C%D7%95%D7%95%D7%93%D7%90%20%D7%A9%D7%94%D7%93%D7%A8%D7%9A%20%D7%A9%D7%9C%D7%99%20%D7%A2%D7%9D%20%D7%94%D7%92%D7%93%D7%A8%D7%AA%20%D7%91%D7%99%20%D7%90%D7%9F%20%D7%91%D7%AA%D7%95%D7%A8%20%D7%A7%D7%95%D7%A1%D7%99%D7%A0%D7%95%D7%A1%201%20%D7%97%D7%9C%D7%A7%D7%99%20%D7%90%D7%9F%20%D7%AA%D7%A7%D7%99%D7%A0%D7%94%20%281%29.jpg"" alt="""" class=""img-fluid"" /><br /></p><p dir=""rtl"" style=""text-align:right;""><br /></p><p dir=""rtl"" style=""text-align:right;""><br /></p><p dir=""rtl"" style=""text-align:right;""><br /></p><p dir=""rtl"" style=""text-align:right;""><br /></p><p dir=""rtl"" style=""text-align:right;""><br /></p><p dir=""rtl"" style=""text-align:right;""><br /></p>"
67263,תשובה ל: מטלה 10 שאלה 9 - התכנסות טור,"<div class=""text_to_html"">שים לב כי הטור אליו אתה רוצה להשוות (עם הסדרה bn)  מתבדר.<br />
מאחר והגבול של מנת הסדרות הוא אפס, אנחנו יודעים להגיד רק שהטור שבנית מתכנס גורר שהטור המקורי מתכנס, והטור שבנית אינו מתכנס לכן לא נקבל מידע על הטור המקורי.<br />
<br />
מיה</div>"
67638,שאלה על אינטגרליים לא אמיתיים,<p>בשיעור 24 כדוגמא ניתן כי האינטגרל הלא אמיתי של cos(x) לא מתכנס אך בשיעור לאחר מכן נלמד שאם הפונקציה חסומה אזי האינטגרל הלא אמיתי שלה מתכנס. מכיוון שcos היא פונקציה חסומה לא ברור לי איך שני הדברים הללו מתקיימים יחדיו</p>
67860,תשובה ל: שאלה על אינטגרליים לא אמיתיים,"<div class=""text_to_html"">היי יעל. <br />
<br />
שימי לב לשימוש הרחב במילים ""האינטגרל הלא אמיתי של פונקציה"". ממש כמו אינטגרל אמיתי, אינטגרל לא אמיתי מוגדר על ידי גבולות האינטגרציה שלו. <br />
בשיעור 24 הוכחתם כי האינטגרל הלא אמיתי מ-0 עד אינסוף של קוסינוס אינו מתכנס. <br />
בתחילת שיעור 25 ניתנה לכם ההערה הבאה:<br />
<img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/67860/image.png"" alt="""" class=""img-fluid"" /><br />
</div><div class=""text_to_html"">שימי לב כי כאן מדובר על האינטגרל הלא אמיתי על הקטע החצי סגור-חצי פתוח וחסום שבין שני מספרים ממשיים, ולא על קרן שלמה. </div><div class=""text_to_html"">על כן, אין שום סתירה בין שתי העובדות - הן מדברות על מקרים שונים. </div><div class=""text_to_html""><br /></div><div class=""text_to_html"">בברכה,</div><div class=""text_to_html"">גיל בר</div>"
68805,Re: תשובה ל: שאלה על אינטגרליים לא אמיתיים,"<div class=""text_to_html"">תודה רבה!<br />
שאלת המשך שעלתה לי - אם הגבול של הפונקציה באינסוף הוא סופי ניתן להשתמש במשפט זה או שלא?</div>"
68839,תשובה ל: Re: תשובה ל: שאלה על אינטגרליים לא אמיתיים,"<div class=""text_to_html"">ומה אנחנו יודעים על גבולה בקצה השני של קטע האינטגרציה? <br />
<br />
גיל בר</div>"
68907,Re: תשובה ל: Re: תשובה ל: שאלה על אינטגרליים לא אמיתיים,"<div class=""text_to_html"">בהנחה שהגבול השני הוא ""אמיתי"" וקיים (קטע חצי סגור)</div>"
67907,מבחן לדוגמא 22 - פתרון משוואות,"<p dir=""rtl"" style=""text-align:right;"">היי,</p><p dir=""rtl"" style=""text-align:right;"">אשמח לוודא דרך פתרון נוספת מלבד הדרך שמתוארת מטה עבור תרגיל 1 סעיף 2.</p><p dir=""rtl"" style=""text-align:right;"">במקום לחלק לשתי הפונקציות הנ""ל ולהשתמש בלגראנז', אז לפעול בדומה למה שעשינו במטלות בית - פשוט לאחד את האגפים של האי-שיוויון למשוואה אחת (כרגיל), להוכיח שהחל מ-x=0 היא תמיד עולה ושערך f(x) בנקודת הקיצון הוא אפס?</p><p dir=""rtl"" style=""text-align:right;"">תודה,</p><p dir=""rtl"" style=""text-align:right;"">עידו</p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/67907/%D7%9E%D7%91%D7%97%D7%9F%20%D7%9C%D7%93%D7%95%D7%92%D7%9E%D7%90%2022%20-%20%D7%9C%D7%95%D7%95%D7%93%D7%90%20%D7%A9%D7%90%D7%99%D7%9F%D7%A6%D7%95%D7%A8%D7%9A%20%D7%91%D7%A9%D7%98%D7%95%D7%AA%20%D7%94%D7%96%D7%95%20%D7%95%D7%A9%D7%94%D7%93%D7%A8%D7%9A%20%D7%A9%D7%9C%D7%99%20%D7%90%D7%97%D7%9C%D7%94%20%281%29.png"" alt="""" class=""img-fluid"" /><br /></p>"
68832,תשובה ל: מבחן לדוגמא 22 - פתרון משוואות,"<div class=""text_to_html"">היי עידו.<br />
<br />
אם היא תמיד עולה, ואנחנו על הקרן הפתוחה בין 0 (לא כולל) ועד אינסוף, מהי בדיוק נקודת הקיצון? <br />
מעבר לזה שהפונקצייה המתקבלת מהעברת האגפים אינה תמיד עולה החל מ-x=0 (גם אם אנחנו שמים בצד את העובדה שהיא אינה מוגדרת ב-0). <br />
אם אתה שואל האם ניתן להעביר אגפים, ולבצע חקירה של  פונקציית ההפרש כדי לנסות ולהסיק אם היא פונקציה אי-שלילית בתחום הגדרתה, אז כן, כמובן שזה רעיון אפשרי, אבל הוא לא יראה כמו שחזית שהוא יראה. <br />
<br />
גיל בר</div>"
67922,מטלה 10 - שימוש במשפט קושי,"<p dir=""rtl"" style=""text-align:right;"">היי,</p><p dir=""rtl"" style=""text-align:right;"">בתרגיל הנ""ל נדרש להוכיח אי-שיוויון, ובפתרון רשומה דרך באמצעות משפט קושי. אשמח לשאול:</p><p dir=""rtl"" style=""text-align:right;"">1. מהי האינטואיציה לבחירת שתי הפונקציות g,h הנ""ל.</p><p dir=""rtl"" style=""text-align:right;"">2. האם יש יתרון לדרך זו על פני שימוש בפיתוח טיילור (פעם אחת מסדר 1 ופעם אחת מסדר 2).</p><p dir=""rtl"" style=""text-align:right;"">תודה,</p><p dir=""rtl"" style=""text-align:right;"">עידו</p><p dir=""rtl"" style=""text-align:right;""><br /></p><p dir=""rtl"" style=""text-align:right;""><img src=""https://moodle.tau.ac.il/2022/pluginfile.php/247542/mod_forum/post/67922/%D7%9E%D7%98%D7%9C%D7%94%2010%20-%20%D7%91%D7%9E%D7%A7%D7%95%D7%9D%20%D7%94%D7%93%D7%A8%D7%9A%20%D7%A9%D7%9B%D7%90%D7%9F%2C%20%D7%9C%D7%A2%D7%A9%D7%95%D7%AA%20%D7%A4%D7%A2%D7%9D%20%D7%90%D7%97%D7%AA%20%D7%98%D7%99%D7%99%D7%9C%D7%95%D7%A8%20%D7%9C%D7%A4%D7%99%20%D7%A1%D7%93%D7%A8%201%20%D7%95%D7%A4%D7%A2%D7%9D%20%D7%A0%D7%95%D7%A1%D7%A4%D7%AA%20%D7%9C%D7%A4%D7%99%20%D7%A1%D7%93%D7%A8%202.jpg"" alt="""" class=""img-fluid"" /><br /></p><p dir=""rtl"" style=""text-align:right;""><br /></p><p dir=""rtl"" style=""text-align:right;""><br /></p>"
68853,תשובה ל: מטלה 10 - שימוש במשפט קושי,"<div class=""text_to_html"">היי עידו. <br />
<br />
1. העברת אגפים של הצד השמאלי של אי-השוויון שצריך להוכיח. <br />
2. יתרון זה לא דבר מוגדר היטב. אם אתה לא זוכר איך לפתח את ln(1+x) לפיתוח טיילור כמעט כל דרך אחרת יש לה יתרון על פני פיתוח טיילור. יתרון זה דבר אינדיבידואלי. <br />
<br />
גיל בר</div>"
